Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;Production|Steel|DRI|DRI hydrogen|Volume;Mt/yr;Production of DRI using hydrogen as reducing gas (including DRI which is processed into steel);ITOM-Steel;;WI
variable;Production|Steel|DRI|DRI natural gas|Volume;Mt/yr;Production of DRI using natural gas as reducing gas (including DRI which is processed into steel);ITOM-Steel;;WI
variable;Production|Steel|DRI|Volume;Mt/yr;Production of DRI (including DRI which is processed into steel);ITOM-Steel;;WI
variable;Production|Steel|Primary crude steel|blast furnace route;Mt/yr;Production of primary crude steel in blast furnance route (blast furnace, basic oxygen furnace);ITOM-Steel;;WI
variable;Production|Steel|Primary crude steel|DRI biomass route;Mt/yr;Production of primary crude steel in DRI route with biogenic syngas as reducing gas (including both: processing of DRI into steel in EAF and in Smelter/BOF);ITOM-Steel;;WI
variable;Production|Steel|Primary crude steel|DRI hydrogen route;Mt/yr;Production of primary crude steel in DRI route with hydrogen as reducing gas (including both: processing of DRI into steel in EAF and in Smelter/BOF);ITOM-Steel;;WI
variable;Production|Steel|Primary crude steel|DRI imported route;Mt/yr;Production of primary crude steel from imported DRI (including both: processing of DRI into steel in EAF and in Smelter/BOF);ITOM-Steel;;WI
variable;Production|Steel|Primary crude steel|DRI natural gas route;Mt/yr;Production of primary crude steel in DRI route with natural gas as reducing gas (including both: processing of DRI into steel in EAF and in Smelter/BOF);ITOM-Steel;;WI
variable;Production|Steel|Primary crude steel|Volume;Mt/yr;Production of primary crude steel;ITOM-Steel;;WI
variable;Production|Steel|Secondary crude steel|Volume;Mt/yr;Production of secondary crude steel;ITOM-Steel;;WI
variable;Resource use|Biomass|Industry|Petrochemicals;Mt C_eq/yr;"Use of biomass for non-energetic use including energetic use of by-products; C-content";ITOM-PetChem;;WI
variable;Resource use|Fossil Hydrocarbons|Industry|Petrochemicals;Mt C_eq/yr;"Use of fossil hydrocarbons for non-energetic use including energetic use of by-products; C-content";ITOM-PetChem;;WI
variable;Resource use|Methanol|Industry|Petrochemicals;Mt C_eq/yr;"Use of methanol for non-energetic use including energetic use of by-products; C-content (only methanol supplied from outside, not including methanol produced within petrochemical system as intermediary product)";ITOM-PetChem;;WI
variable;Resource use|Plastic Waste|Industry|Petrochemicals;Mt C_eq/yr;"Use of plastic waste for non-energetic use including energetic use of by-products; C-content";ITOM-PetChem;;WI
variable;Resource use|Scrap|Industry|Steel;Mt/yr;Total use of scrap, including scrap used in primary routes;ITOM-Steel;;WI
variable;Revenue|government;billion US$2010/yr;government revenue;;;
variable;Revenue|government|Tax;billion US$2010/yr;government revenue from taxes;;;
variable;Secondary Energy;EJ/yr;total secondary energy - the sum of all secondary energy carrier production (for consistency checks);;;
variable;Secondary Energy|Electricity;EJ/yr;total net electricity production;;;
variable;Secondary Energy|Electricity|Biomass;EJ/yr;net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas;;;
variable;Secondary Energy|Electricity|Biomass|w/ CCS;EJ/yr;net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with a CO2 capture component;;;
variable;Secondary Energy|Electricity|Biomass|w/o CCS;EJ/yr;net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with freely vented CO2 emissions;;;
variable;Secondary Energy|Electricity|Coal;EJ/yr;net electricity production from coal;;;
variable;Secondary Energy|Electricity|Coal|w/ CCS;EJ/yr;net electricity production from coal with a CO2 capture component;;;
variable;Secondary Energy|Electricity|Coal|w/o CCS;EJ/yr;net electricity production from coal with freely vented CO2 emissions;;;
variable;Secondary Energy|Electricity|Curtailment;EJ/yr;curtailment of electricity production due to oversupply from variable renewable sources (typically from wind and solar);;;
variable;Secondary Energy|Electricity|Fossil;EJ/yr;net electricity production from coal, gas, conventional and unconventional oil;;;
variable;Secondary Energy|Electricity|Fossil|w/ CCS;EJ/yr;net electricity production from coal, gas, conventional and unconventional oil used in combination with CCS;;;
variable;Secondary Energy|Electricity|Fossil|w/o CCS;EJ/yr;net electricity production from coal, gas, conventional and unconventional oil without CCS;;;
variable;Secondary Energy|Electricity|Gas;EJ/yr;net electricity production from natural gas;;;
variable;Secondary Energy|Electricity|Gas|w/ CCS;EJ/yr;net electricity production from natural gas with a CO2 capture component;;;
variable;Secondary Energy|Electricity|Gas|w/o CCS;EJ/yr;net electricity production from natural gas with freely vented CO2 emissions;;;
variable;Secondary Energy|Electricity|Geothermal;EJ/yr;net electricity production from all sources of geothermal energy (e.g., hydrothermal, enhanced geothermal systems);;;
variable;Secondary Energy|Electricity|Hydro;EJ/yr;net hydroelectric production;;;
variable;Secondary Energy|Electricity|Hydrogen;EJ/yr;net electricity production from hydrogen;;;
variable;Secondary Energy|Electricity|Non-Biomass Renewables;EJ/yr;net electricity production from hydro, wind, solar, geothermal, ocean, and other renewable sources (excluding bioenergy). This is a summary category for all the non-biomass renewables.;;;
variable;Secondary Energy|Electricity|Nuclear;EJ/yr;net electricity production from nuclear energy;;;
variable;Secondary Energy|Electricity|Ocean;EJ/yr;net electricity production from all sources of ocean energy (e.g., tidal, wave, ocean thermal electricity generation);;;
variable;Secondary Energy|Electricity|Oil;EJ/yr;net electricity production from refined liquid oil products;;;
variable;Secondary Energy|Electricity|Oil|w/ CCS;EJ/yr;net electricity production from refined liquids with a CO2 capture component;;;
variable;Secondary Energy|Electricity|Oil|w/o CCS;EJ/yr;net electricity production from refined liquids with freely vented CO2 emissions;;;
variable;Secondary Energy|Electricity|Other;EJ/yr;net electricity production from sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
variable;Secondary Energy|Electricity|Solar;EJ/yr;net electricity production from all sources of solar energy (e.g., PV and concentrating solar power);;;
variable;Secondary Energy|Electricity|Solar|CSP;EJ/yr;net electricity production from concentrating solar power (CSP);;;
variable;Secondary Energy|Electricity|Solar|PV;EJ/yr;net electricity production from solar photovoltaics (PV);;;
variable;Secondary Energy|Electricity|Solar|PV|Commercial;EJ/yr;net electricity production from commercial rooftop PV;;;
variable;Secondary Energy|Electricity|Solar|PV|Residential;EJ/yr;net electricity production from residential rooftop PV;;;
variable;Secondary Energy|Electricity|Storage Losses;EJ/yr;losses from electricity storage;;;
variable;Secondary Energy|Electricity|Transmission Losses;EJ/yr;electricity losses from long-range high-voltage transmission;;;
variable;Secondary Energy|Electricity|Wind;EJ/yr;net electricity production from wind energy (on- and offshore);;;
variable;Secondary Energy|Electricity|Wind|Offshore;EJ/yr;net electricity production from offshore wind energy;;;
variable;Secondary Energy|Electricity|Wind|Onshore;EJ/yr;net electricity production from onshore wind energy;;;
variable;Secondary Energy|Gases;EJ/yr;total production of gaseous fuels, including natural gas;;;
variable;Secondary Energy|Gases|Biomass;EJ/yr;total production of biogas;;;
variable;Secondary Energy|Gases|Coal;EJ/yr;total production of coal gas from coal gasification;;;
variable;Secondary Energy|Gases|Electricity;EJ/yr;total production of gas from electricity (power to gas);;;
variable;Secondary Energy|Gases|Fossil;EJ/yr;total production of gas from fossils;;;
variable;Secondary Energy|Gases|Other;EJ/yr;total production of gases from sources that do not fit any other category;;;
variable;Secondary Energy|Heat;EJ/yr;total centralized heat generation;;;
variable;Secondary Energy|Heat|Biomass;EJ/yr;centralized heat generation from biomass;;;
variable;Secondary Energy|Heat|Coal;EJ/yr;centralized heat generation from coal;;;
variable;Secondary Energy|Heat|Gas;EJ/yr;centralized heat generation from gases;;;
variable;Secondary Energy|Heat|Geothermal;EJ/yr;centralized heat generation from geothermal energy EXCLUDING geothermal heat pumps;;;
variable;Secondary Energy|Heat|Nuclear;EJ/yr;centralized heat generation from nuclear energy;;;
variable;Secondary Energy|Heat|Oil;EJ/yr;centralized heat generation from oil products ;;;
variable;Secondary Energy|Heat|Other;EJ/yr;centralized heat generation from sources that do not fit any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
variable;Secondary Energy|Heat|Solar;EJ/yr;centralized heat generation from solar energy;;;
variable;Secondary Energy|Hydrogen;EJ/yr;total hydrogen production;;;
variable;Secondary Energy|Hydrogen|Biomass;EJ/yr;hydrogen production from biomass;;;
variable;Secondary Energy|Hydrogen|Biomass|w/ CCS;EJ/yr;hydrogen production from biomass with a CO2 capture component;;;
variable;Secondary Energy|Hydrogen|Biomass|w/o CCS;EJ/yr;hydrogen production from biomass with freely vented CO2 emissions;;;
variable;Secondary Energy|Hydrogen|Coal;EJ/yr;hydrogen production from coal;;;
variable;Secondary Energy|Hydrogen|Coal|w/ CCS;EJ/yr;hydrogen production from coal with a CO2 capture component;;;
variable;Secondary Energy|Hydrogen|Coal|w/o CCS;EJ/yr;hydrogen production from coal with freely vented CO2 emissions;;;
variable;Secondary Energy|Hydrogen|Electricity;EJ/yr;hydrogen production from electricity via electrolysis;;;
variable;Secondary Energy|Hydrogen|Fossil;EJ/yr;hydrogen production from fossil fuels;;;
variable;Secondary Energy|Hydrogen|Fossil|w/ CCS;EJ/yr;hydrogen production from fossil fuels with a CO2 capture component;;;
variable;Secondary Energy|Hydrogen|Fossil|w/o CCS;EJ/yr;hydrogen production from fossil fuels with freely vented CO2 emissions;;;
variable;Secondary Energy|Hydrogen|Gas;EJ/yr;hydrogen production from gas;;;
variable;Secondary Energy|Hydrogen|Gas|w/ CCS;EJ/yr;hydrogen production from natural gas with a CO2 capture component;;;
variable;Secondary Energy|Hydrogen|Gas|w/o CCS;EJ/yr;hydrogen production from natural gas with freely vented CO2 emissions;;;
variable;Secondary Energy|Hydrogen|Nuclear;EJ/yr;total hydrogen production from nuclear energy (e.g. thermochemical water splitting with nucelar heat);;;
variable;Secondary Energy|Hydrogen|Oil;EJ/yr;hydrogen production from oil ;;;
variable;Secondary Energy|Hydrogen|Other;EJ/yr;hydrogen production from other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);;;
